document,total_words,unique_words,top_words,top_tfidf,avg_tfidf
Vuon_quoc_gia_Ba_Be__Wikipedia_tieng_Viet.txt,1727,707,"vườn, quốc_gia, hồ, có, là, loài, ba, và, bể, khu","vườn, bể, quốc_gia, 2003, loài",0.002787668250063539
Vuon_Quoc_Gia_Ba_Vi_-_iem_du_lich_sieu_chat_gan_trung_tam_thu_o_-_Vntrip.vn.txt,2130,729,"ba, vì, khách_sạn, du_lịch, bạn, quốc_gia, vườn, 4, khu, là","vì, ba, khách_sạn, vntrip, 000đ",0.0028094859889342726
Vuon_quoc_gia_Ben_En__Wikipedia_tieng_Viet.txt,599,381,"thanh_hóa, quốc_gia, vườn, en, có, bình, bến, nam, ngày, tháng","en, thanh_hóa, quốc_gia, bến, vườn",0.002905941266463138
Vuon_quoc_gia_Cat_Tien__Wikipedia_tieng_Viet.txt,2321,942,"cát, tiên, sơn, đền, của, là, nam, hồ, và, bình","kdt, cát, đền, tiên, tê_giác",0.004003417197444655
Vuon_quoc_gia_Cuc_Phuong_Rung_nguyen_sinh_ep_nhat_Viet_Nam.txt,2083,578,"và, dự_án, môi_trường, ninh, bình, thứ, cúc, phương, huyện, 2025","cúc, dự_án, tài_nguyên, môi_trường, đất_đai",0.0026846646339231677
Vuon_quoc_gia_Cuc_Phuong__Wikipedia_tieng_Viet.txt,4725,1453,"và, cúc, phương, loài, có, là, các, của, trong, vườn","cúc, phương, loài, và, bảo_tồn",0.0035012333834153254
Vuon_Quoc_Gia_Nui_Chua_Khu_du_tru_sinh_quyen_moi_cua_the_gioi.txt,1562,608,"núi, chúa, vườn, quốc_gia, là, loài, có, với, được, và","chúa, núi, quốc_gia, vườn, loài",0.0028128107678473714
Vuon_quoc_gia_Nui_Chua__Wikipedia_tieng_Viet.txt,2588,796,"và, núi, có, các, là, ở, nam, chúa, phía, đông","chúa, núi, và, có, khô_hạn",0.003183942188795022
Vuon_quoc_gia_Phong_Nha__Ke_Bang__Wikipedia_tieng_Viet.txt,12532,2449,"và, nha, phong, năm, các, tháng, là, có, kẻ, động","nha, phong, bàng, kẻ, động",0.0033743686699419227
Vuon_quoc_gia_Tram_Chim__Wikipedia_tieng_Viet.txt,3181,1103,"chim, ha, loài, là, và, tràm, khoảng, những, trong, của","chim, tràm, repens, trầm_tích, ha",0.003144284062316843
"Vuon_quoc_gia_Xuan_Thuy,_khu_RAMSAR_oc_nhat_tai_Nam_inh.txt",1896,740,"vườn, quốc_gia, bạn, các, nam, và, xuân_thủy, của, đến, tại","xuân_thủy, vườn, quốc_gia, 000000, định",0.003270520688805088
Vuon_quoc_gia_Xuan_Thuy__Wikipedia_tieng_Viet.txt,1777,785,"loài, và, của, các, là, có, chim, vườn, trong, quốc_gia","xuân_thủy, loài, chim, mỏ, ngập",0.003305053989451426
"Vuon_quoc_gia_YokDon,_iem_en_voi_nhung_trai_nghiem_kho_quen.txt",1543,629,"vườn, yokdon, quốc_gia, bạn, có, được, và, của, đến, những","yokdon, vườn, quốc_gia, 000000, vnđ",0.0021518119147259256
Vuon_quoc_gia_Yok_on__Chon_bong_lai_giua_nui_rung_Tay_Nguyen__Xanh_SM.txt,2145,755,"yok, đôn, quốc_gia, vườn, là, và, đến, của, có, don","yok, đôn, don, quốc_gia, vườn",0.0022592329531415274
[A_-_Z]_Trai_nghiem_&_kinh_nghiem_du_lich_nui_Ba_en_Tay_Ninh.txt,7546,1603,"núi, tây, ninh, 000, bà, và, đen, của, những, về","núi, ninh, vnđ, bà, đen",0.003570452775720325
